,pair1,pair2,tvl,apr,network,apy,type_of_agriculture,dex,date,#,Indiv. Assesment,Audit Score,RugDoc,Farm Name,Farm Symbol,Farm Url,rugdoc_url
5022,CREAM,HBTC,0.5157494642,0.27289488,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
5023,CREAM,RUNE,0.7337919991,0.21317147999999997,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
5024,CREAM,SON,356.08,635.58,FANTOM,54416.95631313133,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
5025,CREAM-LINK,kmUSDC,0,,ETH,,FARM,SUSHI,2021-06-21,,,,,,,,
5026,CREED,ETH,1.390414162,0.11732688,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5027,CRETH2,ETH,"4,204,934",2.85,ETH,,FARM,SUSHI,2021-06-21,,,,,,,,
5028,CRETH2,ETH,2139.0434272443,1.81098588,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
5029,CRL,,2843.28,117.89,BSC,224.46265110267726,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5030,CRL,,0.00,0,BSC,0.0,FARM,https://dollar.supra.finance,2021-06-21,,,,,,,,
5031,CRL,AUTO,45.12,495.30,BSC,13596.085984525445,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5032,CRL,AUTO,98.33,340.87,BSC,2875.1562349820238,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5033,CRL,BNB,524.38,21.31,BSC,23.743144570627763,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5034,CRL,BNB,2074.43,140.04,BSC,304.59662040414327,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5035,CRL,BUSD,462.34,24.17,BSC,27.33102549916746,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5036,CRL,BUSD,3581.77,81.10,BSC,124.81335636968778,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5037,CRL,Cake,23.77,235.07,BSC,941.4121981599765,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5038,CRL,Cake,32.17,694.73,BSC,97358.40413741271,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5039,CRL,EGG,0.48,2321.25,BSC,593577556898.1241,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5040,CRL,FLP,3.14,1777.22,BSC,3438319145.6519365,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5041,CRL,FLP,79.16,564.55,BSC,27004.509620500336,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5042,CRL,Fuel,0.00,0,BSC,0.0,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5043,CRL,Fuel,37.24,1200.24,BSC,13449408.854261454,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5044,CRL,GFCE,4.60,485.38,BSC,12318.96924460489,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5045,CRL,GFCE,264.24,169.13,BSC,440.53736307079714,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5046,CRL,REEF,5.86,381.47,BSC,4347.395123775102,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5047,CRL,REEF,130.55,171.17,BSC,451.6253517662651,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5048,CRL,SUPRA,3.09,1808.28,BSC,4622988736.539053,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5049,CRL,SUPRA,119.95,372.59,BSC,3973.1898861905124,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
5050,CRO,ETH,0.1334891588,0.19223424000000003,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
5051,CRO,USDT,3.14e-08,0.0843888,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5052,CRO,XYO,1.5775678671,0.22219523999999996,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5053,CROWN,ETH,0.1893031464,0.0,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5054,CRPT,ETH,0.0741141433,0.0,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
5055,CRT,ETH,0.2983720512,0.9184398,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5056,CRU,ETH,221.329072123,5.09849952,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5057,CRUSH,BNB,267894.61,446.18,BSC,8333.099367397526,FARM,https://apeswap.finance,2021-06-21,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
5058,CRV,,0.00,0,MATIC,0.0,FARM,https://harvester.app,2021-06-21,,,,,,,,
5059,CRV,,71.46,130.12,FANTOM,266.52119081052535,FARM,https://klingftm.borgswap.exchange,2021-06-21,,,,low,Borgswap,KLING,https://klingftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
5060,CRV,,5289.61,0.00,ETH,0.0,FARM,https://gamestop.finance,2021-06-21,,,,,,,,
5061,CRV,ETH,7488039.18,11.57,MATIC,12.26384415028412,FARM,https://app.sushi.com,2021-06-21,,,,,,,,
5062,CRV,ETH,7462978.32,0,ETH,0.0,FARM,https://polycat.finance,2021-06-21,,,,,,,,
5063,CRV,ETH,2425866.07,1.09,ETH,1.0959456893733233,FARM,https://www.bao.finance,2021-06-21,,,,,,,,
5064,CRV,ETH,"10,542,578",17.06,ETH,18.59689780340399,FARM,SUSHI,2021-06-21,,,,,,,,
5065,CRV,ETH,1290.9449774534,22.87206492,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5066,CRV,ETH,5690.2338362733,21.72341412,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
5067,CRV,FTM,563483.23,105.77,FANTOM,187.53386203620423,FARM,https://spookyswap.finance,2021-06-21,x,,,low,Spooky,boo,https://spookyswap.finance,https://rugdoc.io/project/spookyswap/
5068,CRV,FTM,1131925.10,63.57,FANTOM,88.72996681516095,FARM,https://app.spiritswap.finance,2021-06-21,x,,,some,Spirit,SPIRIT,https://app.spiritswap.finance,https://rugdoc.io/project/spiritswap/
5069,CRV,FTM,34870.57,109.19,FANTOM,197.5077344241739,FARM,https://www.liquiddriver.finance,2021-06-21,,,,,,,,
5070,CRV,FTM,1130817.14,27797616867722133504.00,FANTOM,,FARM,https://strd.finance,2021-06-21,,,,,,,,
5071,CRV,FTM,562740.60,4.52,FANTOM,4.623415856049284,FARM,https://strd.finance,2021-06-21,,,,,,,,
5072,CRV,FTM,180547.89,0,FANTOM,0.0,FARM,https://strd.finance,2021-06-21,,,,,,,,
5073,CRV,FTM,1130154.92,2.65,FANTOM,2.6853259490229764,FARM,https://frankenstein.finance,2021-06-21,,,,high,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
5074,CRV,FTM,180846.05,77.45,FANTOM,116.7727638931689,FARM,https://waka.finance,2021-06-21,x,,,high,Waka,WAKA,https://waka.finance,https://rugdoc.io/project/waka-ftm/
5075,CRV,FTM,34844.78,99.82,FANTOM,170.96989699109173,FARM,https://klingftm.borgswap.exchange,2021-06-21,,,,low,Borgswap,KLING,https://klingftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
5076,CRV,FTM,49022.06,269.13,FANTOM,1360.591313489498,FARM,https://www.operaswap.finance,2021-06-21,,,,some,Opera,OPERA,https://www.operaswap.finance,https://rugdoc.io/project/operaswap-finance/
5077,CRV,MILK2,0.8548792241,0.38448108000000003,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5078,CRV,cvxCRV,20594392.27,67.97,ETH,97.20387748816619,FARM,https://www.convexfinance.com,2021-06-21,,,,,,,,
5079,CRV,sil,0.0,0.0,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
5080,CRV-LINK,kmDAI,0,,ETH,,FARM,SUSHI,2021-06-21,,,,,,,,
5081,CRX,,4559.70,178.22,BSC,491.7198450642347,FARM,https://farm.space,2021-06-21,x,,,low,Space,SPACE,https://farm.space,https://rugdoc.io/project/farm-space-space/
5082,CS-DAI,,47058.70,94.47,ETH,156.8904542701804,FARM,https://cntr.finance,2021-06-21,,,,,,,,
5083,CS-USDT,,41000.00,108.43,ETH,195.26191553343656,FARM,https://cntr.finance,2021-06-21,,,,,,,,
5084,CS-WETH,,63385.93,70.13,ETH,101.50159951430182,FARM,https://cntr.finance,2021-06-21,,,,,,,,
5085,CSI,,43.51,409.46,MATIC,5766.266830729794,FARM,https://polyce.io,2021-06-21,,,,low,Polyce,CSI,https://polyce.io,https://rugdoc.io/project/polyce-polygon/
5086,CSI,USDC,31.83,763.57,MATIC,191295.74060930996,FARM,https://polyce.io,2021-06-21,,,,low,Polyce,CSI,https://polyce.io,https://rugdoc.io/project/polyce-polygon/
5087,CSI,WMATIC,52.54,679.96,MATIC,84206.21986819983,FARM,https://polyce.io,2021-06-21,,,,low,Polyce,CSI,https://polyce.io,https://rugdoc.io/project/polyce-polygon/
5088,CSS,,1211119.65,214.18,BSC,746.1618712643792,FARM,https://coinswap.space/,2021-06-21,,,,,,,,
5089,CSS,BNB,1587069.33,326.89,BSC,2490.2742712472873,FARM,https://coinswap.space/,2021-06-21,,,,,,,,
5090,CSS,BUSD,1811827.71,286.34,BSC,1632.6321319381166,FARM,https://coinswap.space/,2021-06-21,,,,,,,,
5091,CTK,BNB,1932067.73,40.29,BSC,49.58248529870788,FARM,https://pancakeswap.finance,2021-06-21,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
5092,CTK,BNB,910236.28,3.90,BSC,3.9768317380802998,FARM,https://autofarm.network,2021-06-21,,,,,,,,
5093,CTK,BNB,24838.66,195.24,BSC,600.9012441166543,FARM,https://farms.pandaswap.xyz,2021-06-21,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
5094,CTSI,QUICK,44880.46,0.00,MATIC,0.0,FARM,https://quickswap.exchange/#/quick,2021-06-21,,,,,,,,
5095,CTX,ETH,2035795.41,138.91,ETH,300.06762180245994,FARM,https://app.cryptex.finance,2021-06-21,,,,,,,,
5096,CTX,ETH,1173.6078452029,0.9823248,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
5097,CUB,,1269414.44,56.18,BSC,75.30692134417296,FARM,https://cubdefi.com,2021-06-21,,,,,,,,
5098,CUB,BNB,932256.98,173.38,BSC,463.89343371183463,FARM,https://cubdefi.com,2021-06-21,,,,,,,,
5099,CUB,BUSD,1160433.23,204.84,BSC,671.1197923959766,FARM,https://cubdefi.com,2021-06-21,,,,,,,,
5100,CUB-FUNDING,,0.00,0,BSC,0.0,FARM,https://cubdefi.com,2021-06-21,,,,,,,,
5101,CUBAN,,1057.41,0.00,MATIC,0.0,FARM,https://polycuban.finance,2021-06-21,,,,,,,,
5102,CUBAN,USDC,3956.04,0.00,MATIC,0.0,FARM,https://polycuban.finance,2021-06-21,,,,,,,,
5103,CUBAN,WMATIC,3131.60,0.00,MATIC,0.0,FARM,https://polycuban.finance,2021-06-21,,,,,,,,
5104,CUDOS,ETH,265.1992668022,40.51985844000001,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5105,CURA,DAI,0.0,0.0,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5106,CUTE,ETH,0.0327347046,0.12255528,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5107,CVC,DAI,0.0412073514,0.01686444,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5108,CVC,ETH,36672.17,0.15,ETH,0.1501122475890737,FARM,https://www.bao.finance,2021-06-21,,,,,,,,
5109,CVC,ETH,18.9639211803,10.28941368,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5110,CVP,,18418.55,0.00,ETH,0.0,FARM,https://gamestop.finance,2021-06-21,,,,,,,,
5111,CVP,ETH,3606262.80,0.01,ETH,0.010000498649831435,FARM,https://www.bao.finance,2021-06-21,,,,,,,,
5112,CVP,ETH,"214,805",44.66,ETH,,FARM,SUSHI,2021-06-21,,,,,,,,
5113,CVP,ETH,2044.2998579046,10.5730446,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5114,CVP,ETH,121.4859995487,22.196157,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
5115,CVX,,13021322.82,89.82,ETH,145.24723902528777,FARM,https://www.convexfinance.com,2021-06-21,,,,,,,,
5116,CVX,ETH,10689997.25,87.58,ETH,139.82779469188867,FARM,https://www.convexfinance.com,2021-06-21,,,,,,,,
5117,CWS,ETH,645.5823411318,3.1047760800000006,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
5118,CXO,ELK,9967.94,122.26,MATIC,238.9074777615318,FARM,https://app.elk.finance,2021-06-21,,,,,,,,
5119,CYC,BNB,1740224.12,223.67,BSC,829.8700709449093,FARM,https://pancakeswap.finance,2021-06-21,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
5120,CYC,BNB,6761.42,0.00,BSC,0.0,FARM,https://cyclone.xyz/bsc,2021-06-21,,,,,,,,
5121,CYC,ETH,1535754.44,239.28,ETH,985.8964614339675,FARM,https://cyclone.xyz/eth,2021-06-21,,,,,,,,
5122,CZZ,ETH,3.1158293972,0.26083464,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
5123,Cake,,1938483261.96,74.36,BSC,110.19039436518466,FARM,https://pancakeswap.finance,2021-06-21,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
5124,Cake,,43407493.69,4.09,BSC,4.174553853830032,FARM,https://autofarm.network,2021-06-21,,,,,,,,
5125,Cake,,97.83,142.22,BSC,313.4789495119791,FARM,https://donutdefi.com,2021-06-21,,,,some,Donut,DONUT,https://donutdefi.com,https://rugdoc.io/project/donutswapp/
5126,Cake,,1246.07,0.00,BSC,0.0,FARM,https://www.goosedefi.com,2021-06-21,,,,,Goose,GOOSE,https://www.goosedefi.com,https://www.certik.org/projects/ramenswap
5127,Cake,,1911433.31,0,BSC,0.0,FARM,https://www.goosedefi.com,2021-06-21,,,,,Goose,GOOSE,https://www.goosedefi.com,https://www.certik.org/projects/ramenswap
5128,Cake,,3491.33,204.81,BSC,670.8897816996729,FARM,https://kimochi.finance,2021-06-21,,,,,,,,
5129,Cake,,2342.89,0.00,BSC,0.0,FARM,http://slime.finance,2021-06-21,,,,low,Slime,SLIME,http://slime.finance,https://rugdoc.io/project/slime/
5130,Cake,,310.21,268.38,BSC,1349.7573287558253,FARM,https://toad.farm,2021-06-21,,,,low,Toad Swap,TOAD,https://toad.farm,https://rugdoc.io/project/toad-network/
5131,Cake,,1070.32,87.92,BSC,140.64263467412835,FARM,hhttps://taco.finance/,2021-06-21,,,,,,,,
5132,Cake,,8076.99,66.16,BSC,93.67302531309909,FARM,https://brickchain.finance,2021-06-21,,,,low,Brickchain,BRICK,https://brickchain.finance,https://rugdoc.io/project/brickchain/
5133,Cake,,90.85,0.00,BSC,0.0,FARM,https://app.polarisdefi.io,2021-06-21,,,,,,,,
5134,Cake,,7373.04,2.09,BSC,2.11193235544036,FARM,https://fullsail.finance,2021-06-21,,,,low,Fullsail,SAIL,https://fullsail.finance,https://rugdoc.io/project/fullsail/
5135,Cake,,2458.83,675.69,BSC,80745.03304293199,FARM,https://tsuki.finance,2021-06-21,,,,,,,,
5136,Cake,,12089.54,145.18,BSC,325.85142903848504,FARM,https://app.hyruleswap.com,2021-06-21,x,,,low,Hyrule,RUPEE,https://app.hyruleswap.com,https://rugdoc.io/project/hyruleswap/
5137,Cake,,50.43,383.62,BSC,4443.036230619508,FARM,https://www.jiggly.finance,2021-06-21,,,,low,Jiggly,JIGG,https://www.jiggly.finance,https://rugdoc.io/project/jiggly/
5138,Cake,,7621941.58,3.90,BSC,3.9768317380802998,FARM,https://app.swamp.finance,2021-06-21,,,,,,,,
5139,Cake,,4383243.54,6.78,BSC,7.014451889207174,FARM,https://app.swamp.finance,2021-06-21,,,,,,,,
5140,Cake,,32219.42,117.51,BSC,223.23598076521444,FARM,https://finance.zcore.network,2021-06-21,,,,,,,,
5141,Cake,,2327.58,0.00,BSC,0.0,FARM,http://shitz.lol,2021-06-21,,,,,,,,
5142,Cake,,227.06,386.40,BSC,4569.749276791425,FARM,https://bscrunner.com,2021-06-21,,,,low,Runner,ENERGY,https://bscrunner.com,https://rugdoc.io/project/bscrunner/
5143,Cake,,676590.87,9.97,BSC,10.482437525532951,FARM,https://pumpy.farm,2021-06-21,,,,low,Pumpy,PMP,https://pumpy.farm,https://rugdoc.io/project/pumpy-farm/
5144,Cake,,19348.57,84.00,BSC,131.41325411446618,FARM,https://farm.space,2021-06-21,x,,,low,Space,SPACE,https://farm.space,https://rugdoc.io/project/farm-space-space/
5145,Cake,,211.91,199.54,BSC,631.5281539908102,FARM,https://mooncakeswap.finance,2021-06-21,,,,low,Mooncake,MCAKE,https://mooncakeswap.finance,https://rugdoc.io/project/mooncakeswap/
5146,Cake,,994.23,59.80,BSC,81.758857888868,FARM,https://muscle.finance,2021-06-21,x,,,some,Muscle,MUSCLE,https://muscle.finance,https://rugdoc.io/project/muscle-finance/
5147,Cake,,1865.34,11.68,BSC,12.387362961852366,FARM,https://carrotcake.fi,2021-06-21,,,,low,Carrotcake,cCAKE,https://carrotcake.fi,https://rugdoc.io/project/carrotcake-fi/
5148,Cake,,1824.80,99.75,BSC,170.78080121118302,FARM,https://www.alchemistdefi.com,2021-06-21,x,,,low,Alchemist,MIST/AURUM,https://www.alchemistdefi.com,https://rugdoc.io/project/alchemist-defi/
5149,Cake,,1377.52,0,BSC,0.0,FARM,https://squirrel.finance,2021-06-21,,,,,,,,
5150,Cake,,33434.40,100.16,BSC,171.89023710725618,FARM,https://cheesecakeswap.com,2021-06-21,,,,,,,,
5151,Cake,,1167.57,92.15,BSC,151.01404761962732,FARM,https://snek.farm,2021-06-21,,,,low,Snek,SNEK,https://snek.farm,https://rugdoc.io/project/snek-farm/
5152,Cake,,162.78,124.60,BSC,246.90406757469123,FARM,https://www.zexswap.finance,2021-06-21,,,,some,Zex,ZEX,https://www.zexswap.finance,https://rugdoc.io/project/zex/
5153,Cake,,4520.92,76.03,BSC,113.72270980714086,FARM,https://dragonballfinance.org,2021-06-21,x,,,low,Dragonball,DBALL,https://dragonballfinance.org,https://rugdoc.io/project/dragonball/
5154,Cake,,12437.42,82.85,BSC,128.77324482268375,FARM,https://marshmallowdefi.com,2021-06-21,x,,,low,Marshmallow,MASH/TOFY,https://marshmallowdefi.com,https://rugdoc.io/project/marshmellow-defi/
5155,Cake,,852.54,0.00,BSC,0.0,FARM,https://dollar.supra.finance,2021-06-21,,,,,,,,
5156,Cake,,282.65,293.62,BSC,1762.4035854202216,FARM,https://mouse.farm,2021-06-21,,,,,,,,
5157,Cake,,0.00,0,BSC,0.0,FARM,https://llamaswap.finance,2021-06-21,,,,,,,,
5158,Cake,,12.73,147.84,BSC,337.28457412108526,FARM,https://farm.borgswap.exchange,2021-06-21,,,,low,BorgSwap,KLING,https://farm.borgswap.exchange,https://rugdoc.io/project/borg-ftm-bsc/
5159,Cake,,6007.75,125.58,BSC,250.3087149074888,FARM,https://bitblocks.finance,2021-06-21,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
5160,Cake,,41.17,315.08,BSC,2204.1072607009746,FARM,https://thefarmingden.com,2021-06-21,,,,low,The Farming Den,TFT,https://thefarmingden.com,https://rugdoc.io/project/the-farming-den/
5161,Cake,,14.82,346.67,BSC,3051.111935514482,FARM,https://poseidonswap.com,2021-06-21,,,,,,,,
5162,Cake,,817.20,95.25,BSC,158.89680011611512,FARM,https://bourbondefi.com,2021-06-21,,,,low,Bourbon,BRRL,https://bourbondefi.com,https://rugdoc.io/project/bourbondefi/
5163,Cake,,1373.44,7.99,BSC,8.316927317249068,FARM,https://alpha.parthenon.finance,2021-06-21,,,,low,Parthenon Alpha,ALPHA,https://alpha.parthenon.finance,https://rugdoc.io/project/alpha-parthenon/
5164,Cake,,1.61,0.00,BSC,0.0,FARM,https://lokum.finance,2021-06-21,,,,high,Lokum,LKM,https://lokum.finance,https://rugdoc.io/project/lokum-finance/
5165,Cake,,2309.71,78.96,BSC,120.06376598627652,FARM,https://neonic.finance,2021-06-21,,,,high,Neonic,NEONIC,https://neonic.finance,https://rugdoc.io/project/neonic/
5166,Cake,,796.90,0.00,BSC,0.0,FARM,https://evodefi.com,2021-06-21,,,,low,Evodefi,GEN,https://evodefi.com,https://rugdoc.io/project/evo-defi/
5167,Cake,,151.74,191.21,BSC,573.3594018652223,FARM,https://app.gametoken.finance,2021-06-21,,,,low,Gametoken,GME,https://app.gametoken.finance,https://rugdoc.io/project/gametoken/
5168,Cake,,1938.65,91.78,BSC,150.0893372997854,FARM,https://limeswap.io,2021-06-21,x,,,low,Lime,LIME,https://limeswap.io,https://rugdoc.io/project/limeswap-io/
5169,Cake,,164.45,0.00,BSC,0.0,FARM,https://shrimpswap.finance,2021-06-21,,,,,,,,
5170,Cake,,90.68,0.00,BSC,0.0,FARM,https://www.ybearswap.finance,2021-06-21,,,,,,,,
5171,Cake,,5598.93,62.20,BSC,86.16638358000547,FARM,https://app.apache.finance/,2021-06-21,,,,,,,,
5172,Cake,,318700.74,1217.34,BSC,15870383.958995849,FARM,https://farms.pandaswap.xyz,2021-06-21,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
5173,Cake,,1381948.87,100.28,BSC,172.21580676064053,FARM,https://pantherswap.com,2021-06-21,,,,low,Panther,PANTHER,https://pantherswap.com,https://rugdoc.io/project/pantherswap/
5174,Cake,,85940.10,0.00,BSC,0.0,FARM,https://caramelswap.finance,2021-06-21,x,,,some,Caramel,CARAMEL,https://caramelswap.finance,https://rugdoc.io/project/caramelswap-finance/
5175,Cake,,1692.99,37.79,BSC,45.8931774996294,FARM,https://plumcake.finance,2021-06-21,xx,,,low,Plumcake,PLUM,https://plumcake.finance,https://rugdoc.io/project/plumcake-finance/
5176,Cake,,9508.27,19.47,BSC,21.488338112040317,FARM,https://jaguarswap.com,2021-06-21,,,,low,Jaguar,JAGUAR,https://jaguarswap.com,https://rugdoc.io/project/jaguarswap/
5177,Cake,,11358.64,77.07,BSC,115.95232384719449,FARM,https://degentoken.finance,2021-06-21,,,,some,Degen,DGNZ,https://degentoken.finance,https://rugdoc.io/project/degen/
5178,Cake,,753.39,156.53,BSC,376.8125143597482,FARM,https://tapswap.finance,2021-06-21,x,,,some,Tap,TAPS,https://tapswap.finance,https://rugdoc.io/project/tapswap-money/
5179,Cake,,105575.87,159.40,BSC,390.6346166292985,FARM,https://app.barbecueswapfinance.com,2021-06-21,,,,low,Barbecue Swap,BBQ,https://app.barbecueswapfinance.com,https://rugdoc.io/project/barbecueswap-finance/
5180,Cake,,25.66,4401822.05,BSC,,FARM,https://blue.planetfinance.io,2021-06-21,,,,some,Blue - PlanetFinance,AQUA,https://blue.planetfinance.io,https://rugdoc.io/project/planetfinance/
5181,Cake,,83.80,360.55,BSC,3515.476298320032,FARM,https://www.pulsar.farm,2021-06-21,,,,low,Pulsar,PUL,https://www.pulsar.farm,https://rugdoc.io/project/pulsar/
5182,Cake,,2956.52,0.00,BSC,0.0,FARM,https://vanillacake.farm,2021-06-21,x,,,some,Vanillacake,VCAKE,https://vanillacake.farm,https://rugdoc.io/project/vanillacake/
5183,Cake,,4725.73,0.00,BSC,0.0,FARM,https://garudaswap.finance,2021-06-21,x,,,some,Garuda,GARUDA,https://garudaswap.finance,https://rugdoc.io/project/garudaswap/
5184,Cake,,14419.32,3.18,BSC,3.230959251758647,FARM,https://www.elixir-swap.io,2021-06-21,,,,high,Elixir,ELXR,https://www.elixir-swap.io,https://rugdoc.io/project/elixir-swap/
5185,Cake,,810.79,0.00,BSC,0.0,FARM,https://gatorswap.xyz,2021-06-21,xx,,,low,Gator,GATOR,https://gatorswap.xyz,https://rugdoc.io/project/gatorswap/
5186,Cake,,198.55,204.35,BSC,667.3715065968283,FARM,https://dumplingdefi.finance,2021-06-21,,,,low,Dumpling,SDUMP,https://dumplingdefi.finance,https://rugdoc.io/project/dumpling-defi/
5187,Cake,,305.03,58.40,BSC,79.23601980841426,FARM,https://www.grizzlyswap.com,2021-06-21,,,,low,Grizzly,GRZ,https://www.grizzlyswap.com,https://rugdoc.io/project/grizzlyswap/
5188,Cake,,85.13,1252.30,BSC,22256105.64437175,FARM,https://dinopark.finance,2021-06-21,,,,low,Dinopark,DINO,https://dinopark.finance,https://rugdoc.io/project/dinopark/
5189,Cake,,185751.99,76.78,BSC,115.32828259259169,FARM,https://ten.finance,2021-06-21,x,,90.0,,TenFi,TENFI,https://ten.finance,https://www.certik.org/projects/tenfinance
5190,Cake,,60687.06,21.56,BSC,24.05270743053243,FARM,https://frankenstein.finance,2021-06-21,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
5191,Cake,,8717.27,120.43,BSC,232.78205303177285,FARM,https://farms.tinville.finance,2021-06-21,,,,,,,,
5192,Cake,,6582.98,0.00,BSC,0.0,FARM,https://gocerberus.finance,2021-06-21,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
5193,Cake,,789.03,0.00,BSC,0.0,FARM,https://ketchupfinance.com,2021-06-21,x,,,some,Ketchup,KETCHUP,https://ketchupfinance.com,https://rugdoc.io/project/ketchup-finance/
5194,Cake,,76.20,604.65,BSC,40120.58031791479,FARM,https://kappa.parthenon.finance,2021-06-21,,,,,,,,
5195,Cake,,1516.39,55.14,BSC,73.49592449009894,FARM,https://mars.cosmos.farm,2021-06-21,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
5196,Cake,,1209.71,128.64,BSC,261.15550042494084,FARM,https://kesef.finance,2021-06-21,,,,Not Eligible,Kesef Finance,KSF,https://kesef.finance,https://rugdoc.io/project/kesef-finance/
5197,Cake,,3112.64,28.07,BSC,32.39134964699573,FARM,https://bsc.prismfinance.net,2021-06-21,x,,,low,Prism,PRISM,https://bsc.prismfinance.net,https://rugdoc.io/project/prism-finance/
5198,Cake,,97.98,689.10,BSC,92119.63443432523,FARM,https://aloeswap.com,2021-06-21,,,,some,Aloe,ALOE,https://aloeswap.com,https://rugdoc.io/project/aloeswap/
5199,Cake,,7.07,0.00,BSC,0.0,FARM,https://app.tea-swap.finance/,2021-06-21,,,,,,,,
5200,Cake,,20505.34,192.21,BSC,580.0912414420596,FARM,https://app.tea-swap.finance/,2021-06-21,,,,,,,,
5201,Cake,,64261.24,90.70,BSC,147.40956788333298,FARM,https://lazymint.finance,2021-06-21,x,,,some,Lazymint,LAZY,https://lazymint.finance,https://rugdoc.io/project/lazymint/
5202,Cake,,732.85,343.76,BSC,2961.5705424263774,FARM,https://werewolf.farm,2021-06-21,x,,,low,Werewolf,WEREWOLF,https://werewolf.farm,https://rugdoc.io/project/werewolf-farm/
5203,Cake,,74.32,1527.43,BSC,315137741.38380605,FARM,https://antswap.fi,2021-06-21,,,,some,Ant,ANT,https://antswap.fi,https://rugdoc.io/project/antswap/
5204,Cake,,185257.28,478.45,BSC,11497.947426365232,FARM,https://lavacake.finance,2021-06-21,x,,,some,Lavacake,LAVA,https://lavacake.finance,https://rugdoc.io/project/lava-cake/
5205,Cake,,22421.30,633.75,BSC,53445.11351449481,FARM,https://mayoswap.com,2021-06-21,,,,high,Mayo,MAYO,https://mayoswap.com,https://rugdoc.io/project/mayoswap/
