,pair1,pair2,tvl,apr,network,apy,type_of_agriculture,dex,date,Website,Network,Grade
5833,Cake,BUSD,7445.58,26.21,BSC,29.953426210053035,FARM,https://tomahawk.farm/,2021-06-28,https://tomahawk.farm/,BSC,D
5834,Cake,BUSD,1356.39,418.43,BSC,6310.341728091201,FARM,https://supermanion.com,2021-06-28,https://supermanion.com,BSC,D
5835,Cake,BUSD,13938.61,56.79,BSC,76.37789935639078,FARM,https://triton.farm/,2021-06-28,https://triton.farm/,BSC,C
5836,Cake,BUSD,12780.62,1226.56,BSC,17351319.85765353,FARM,https://seleniumswap.com,2021-06-28,https://seleniumswap.com,BSC,C
5837,Cake,BUSD,755.54,521876.33,BSC,,FARM,https://magicbeans.finance/,2021-06-28,https://magicbeans.finance/,BSC,D
5838,Cake,CAKF,10217.41,1069.08,BSC,3769184.404136958,FARM,https://app.pancakefork.finance,2021-06-28,https://app.pancakefork.finance,BSC,F
5839,Cake,CARNAGE,6195.14,2790.79,BSC,47778471558578.05,FARM,https://www.carnageswap.net,2021-06-28,https://www.carnageswap.net,BSC,D
5840,Cake,CCAKE,26841.64,189.50,BSC,562.0015742468836,FARM,https://cheesecakeswap.com,2021-06-28,https://cheesecakeswap.com,BSC,C
5841,Cake,CERBERUS,0.07,0.00,BSC,0.0,FARM,https://gocerberus.finance,2021-06-28,https://gocerberus.finance,BSC,C
5842,Cake,CRL,20.00,210.50,BSC,715.7627176472886,FARM,https://www.coralfarm.finance/,2021-06-28,https://www.coralfarm.finance/,BSC,C
5843,Cake,CRL,27.00,623.62,BSC,48369.74617637729,FARM,https://www.coralfarm.finance/,2021-06-28,https://www.coralfarm.finance/,BSC,C
5844,Cake,DOGE,2473.72,0.00,BSC,0.0,FARM,https://caramelswap.finance,2021-06-28,https://caramelswap.finance,BSC,C
5845,Cake,EGGP,16560.27,297.87,BSC,1842.5981136383832,FARM,https://eggplant.fi,2021-06-28,https://eggplant.fi,BSC,D
5846,Cake,FRANK,15953.56,617.48,BSC,45530.038848827375,FARM,https://frankenstein.finance,2021-06-28,https://frankenstein.finance,BSC,F
5847,Cake,GARUDA,0.01,0.00,BSC,0.0,FARM,https://garudaswap.finance,2021-06-28,https://garudaswap.finance,BSC,D
5848,Cake,GENX,65213.80,460.08,BSC,9574.174448741025,FARM,https://evodefi.com,2021-06-28,https://evodefi.com,BSC,C
5849,Cake,GMEv3,781.60,116.20,BSC,219.04254154612545,FARM,https://app.gametoken.finance,2021-06-28,https://app.gametoken.finance,BSC,D
5850,Cake,HERO,1.13,185089367.64,BSC,,FARM,https://farmhero.io,2021-06-28,https://farmhero.io,BSC,D
5851,Cake,ICE,118.00,2578.98,BSC,6643235624064.197,FARM,https://glacierswap.org/farms/,2021-06-28,https://glacierswap.org/farms/,BSC,D
5852,Cake,JAZZ,393.20,825.32,BSC,350164.7856731536,FARM,https://jazzdefi.com,2021-06-28,https://jazzdefi.com,BSC,F
5853,Cake,KETCHUP,0.21,0.00,BSC,0.0,FARM,https://ketchupfinance.com,2021-06-28,https://ketchupfinance.com,BSC,D
5854,Cake,KSF,3777.67,333.73,BSC,2671.948010797452,FARM,https://kesef.finance,2021-06-28,https://kesef.finance,BSC,C
5855,Cake,LAZY,21880.28,668.51,BSC,75241.59318256329,FARM,https://lazymint.finance,2021-06-28,https://lazymint.finance,BSC,C
5856,Cake,LIME,343.47,382.72,BSC,4402.753328861334,FARM,https://limeswap.io,2021-06-28,https://limeswap.io,BSC,C
5857,Cake,MANGO,192.95,19.03,BSC,20.95524424271158,FARM,http://mangofarm.finance,2021-06-28,http://mangofarm.finance,BSC,C
5858,Cake,MANGO,201.55,100.22,BSC,172.05297336565408,FARM,http://mangofarm.finance,2021-06-28,http://mangofarm.finance,BSC,C
5859,Cake,MANY,7825.49,146.50,BSC,331.4872642726108,FARM,https://manyswap.io,2021-06-28,https://manyswap.io,BSC,D
5860,Cake,MASH,6360.20,90.40,BSC,146.67028269545494,FARM,https://marshmallowdefi.com,2021-06-28,https://marshmallowdefi.com,BSC,C
5861,Cake,MAYO,2549.15,2028.97,BSC,37627481415.071045,FARM,https://mayoswap.com,2021-06-28,https://mayoswap.com,BSC,D
5862,Cake,MCAKE,133.04,400.81,BSC,5285.273138246893,FARM,https://mooncakeswap.finance,2021-06-28,https://mooncakeswap.finance,BSC,D
5863,Cake,MEL,7869.86,0.00,BSC,0.0,FARM,https://caramelswap.finance,2021-06-28,https://caramelswap.finance,BSC,C
5864,Cake,MELODY,17290.41,273.26,BSC,1421.713141780326,FARM,https://mozartfinance.io,2021-06-28,https://mozartfinance.io,BSC,D
5865,Cake,NEON,1619.31,371.66,BSC,3935.8636029056347,FARM,https://neonic.finance,2021-06-28,https://neonic.finance,BSC,F
5866,Cake,PASTA,4953.79,1348.89,BSC,56559102.3424216,FARM,https://pastafinance.com,2021-06-28,https://pastafinance.com,BSC,D
5867,Cake,PIANO,8.14,107.83,BSC,193.50084960309712,FARM,https://mozartfinance.io,2021-06-28,https://mozartfinance.io,BSC,D
5868,Cake,PIZZA,584.81,184.39,BSC,529.18688259222,FARM,https://pizzafinance.app,2021-06-28,https://pizzafinance.app,BSC,D
5869,Cake,Qi,4307.94,2320.35,BSC,588575919889.2484,FARM,https://qiswap.finance,2021-06-28,https://qiswap.finance,BSC,C
5870,Cake,RASTA,2077.99,232.67,BSC,916.8712115418044,FARM,https://app.rasta.finance,2021-06-28,https://app.rasta.finance,BSC,D
5871,Cake,REEF,43.57,0.00,BSC,0.0,FARM,https://caramelswap.finance,2021-06-28,https://caramelswap.finance,BSC,C
5872,Cake,SEED,649565.24,254.82,BSC,1167.13839704291,FARM,https://app.treedefi.com,2021-06-28,https://app.treedefi.com,BSC,D
5873,Cake,SLME,183.86,0.00,BSC,0.0,FARM,http://slime.finance,2021-06-28,http://slime.finance,BSC,D
5874,Cake,SLME,183.41,0.00,BSC,0.0,FARM,http://shitz.lol,2021-06-28,http://shitz.lol,BSC,F
5875,Cake,SWAMP,349815.62,199.28,BSC,629.6389590179475,FARM,https://app.swamp.finance,2021-06-28,https://app.swamp.finance,BSC,C
5876,Cake,SWAMP,1572.07,18.80,BSC,20.677510623872507,FARM,https://frankenstein.finance,2021-06-28,https://frankenstein.finance,BSC,F
5877,Cake,TRX,824.58,0.00,BSC,0.0,FARM,https://caramelswap.finance,2021-06-28,https://caramelswap.finance,BSC,C
5878,Cake,UNOWN,76.78,4421.96,BSC,1.3402942528538404e+20,FARM,https://www.unownswap.com,2021-06-28,https://www.unownswap.com,BSC,D
5879,Cake,USDT,17275702.66,85.58,BSC,135.09001244967376,FARM,https://pancakeswap.finance,2021-06-28,https://pancakeswap.finance,BSC,B
5880,Cake,USDT,18159.69,161.09,BSC,398.9599429129789,FARM,https://lazymint.finance,2021-06-28,https://lazymint.finance,BSC,C
5881,Cake,VEGAN,129.30,290.42,BSC,1704.2083155135965,FARM,https://veganswap.finance,2021-06-28,https://veganswap.finance,BSC,D
5882,Cake,VENOM,1424.60,2426.97,BSC,1601672121573.5186,FARM,https://www.venomswap.net,2021-06-28,https://www.venomswap.net,BSC,F
5883,Cake,WEREWOLF,1589.95,1295.32,BSC,33727405.71026801,FARM,https://werewolf.farm,2021-06-28,https://werewolf.farm,BSC,C
5884,Cake,cCAKE,1558.59,405.81,BSC,5558.289227784016,FARM,https://carrotcake.fi,2021-06-28,https://carrotcake.fi,BSC,D
5885,Cake,sLKM,9.98,0.00,BSC,0.0,FARM,https://lokum.finance,2021-06-28,https://lokum.finance,BSC,D
5886,Cake,xSAT,17753.09,327.33,BSC,2501.594910705464,FARM,https://satis.finance,2021-06-28,https://satis.finance,BSC,C
5887,Cake-LP,BNB,0.00,0,BSC,0.0,FARM,https://dogen.finance,2021-06-28,https://dogen.finance,BSC,D
5888,Cake-LP,BNB,978.74,0.51,BSC,0.5112991324734306,FARM,https://dogen.finance,2021-06-28,https://dogen.finance,BSC,D
5889,Cake-LP,BNB,254.60,19.60,BSC,21.646291061486988,FARM,https://dogen.finance,2021-06-28,https://dogen.finance,BSC,D
5890,Cake-LP,BNB,8129.30,99.48,BSC,170.05266369166878,FARM,https://pizzafinance.app,2021-06-28,https://pizzafinance.app,BSC,D
5891,Cake-LP,BULLDOGE,2604.80,1.92,BSC,1.9384990574605299,FARM,https://dogen.finance,2021-06-28,https://dogen.finance,BSC,D
5892,Cake-LP,Cake-LP,1429.57,3.49,BSC,3.5514424352419027,FARM,https://dogen.finance,2021-06-28,https://dogen.finance,BSC,D
5893,Cake-LP,bDOGEN,704.51,7.08,BSC,7.3359161660696115,FARM,https://dogen.finance,2021-06-28,https://dogen.finance,BSC,D
5894,Cake-LP,bDOGEN,1416.71,3.52,BSC,3.5825095445137123,FARM,https://dogen.finance,2021-06-28,https://dogen.finance,BSC,D
5895,CarNFTStakingPowerToken,,0.00,0,BSC,0.0,FARM,https://www.bakeryswap.org,2021-06-28,https://www.bakeryswap.org,BSC,C
5896,Carrot,,156.86,1087.08,MATIC,4489309.334492214,FARM,https://www.polycarrot.finance,2021-06-28,https://www.polycarrot.finance,MATIC,F
5897,Carrot,USDC,78.19,4619.98,MATIC,7.805685674024208e+20,FARM,https://www.polycarrot.finance,2021-06-28,https://www.polycarrot.finance,MATIC,F
5898,CoShi,ETH,744767.47,0.20,ETH,0.20019958435848473,FARM,https://dogen.finance,2021-06-28,https://dogen.finance,ETH,C
5899,ColdKoala,BNB,7317.32,446.52,BSC,8361.473137426192,FARM,https://olive.cash/farms,2021-06-28,https://olive.cash/farms,BSC,C
5900,Comet,,6.64,636.77,MATIC,55058.33794446596,FARM,https://polycomet.com,2021-06-28,https://polycomet.com,MATIC,F
5901,Comet,USDC,6.21,909.49,MATIC,796897.4405768407,FARM,https://polycomet.com,2021-06-28,https://polycomet.com,MATIC,F
5902,CzTears,,0.00,0,FANTOM,0.0,FARM,https://klingftm.borgswap.exchange,2021-06-28,https://klingftm.borgswap.exchange,FANTOM,C
5903,CzTears,CHAD,1452.02,450.97,FANTOM,8741.73242149033,FARM,CHAD,2021-06-28,CHAD,FANTOM,F
5904,DAI,,3952.31,179.82,MATIC,501.2165565542762,FARM,https://polyfox.finance,2021-06-28,https://polyfox.finance,MATIC,F
5905,DAI,,10457.07,0.00,MATIC,0.0,FARM,https://hawkdex.com,2021-06-28,https://hawkdex.com,MATIC,F
5906,DAI,,3.56,0.00,MATIC,0.0,FARM,https://farm.BoughtThe.top,2021-06-28,https://farm.BoughtThe.top,MATIC,F
5907,DAI,,1080.49,36.26,MATIC,43.680228844693204,FARM,https://www.polystarter.fi,2021-06-28,https://www.polystarter.fi,MATIC,F
5908,DAI,,185572.69,9.84,MATIC,10.33894258886232,FARM,https://www.blackswap.finance,2021-06-28,https://www.blackswap.finance,MATIC,C
5909,DAI,,21043.92,30.10,MATIC,35.104174418544034,FARM,https://www.blackswap.finance,2021-06-28,https://www.blackswap.finance,MATIC,C
5910,DAI,,11032.79,0,MATIC,0.0,FARM,https://www.polycake.finance,2021-06-28,https://www.polycake.finance,MATIC,C
5911,DAI,,3869.48,46.63,MATIC,59.361081816034144,FARM,https://www.polyshark.finance,2021-06-28,https://www.polyshark.finance,MATIC,F
5912,DAI,,4800.00,74.16,MATIC,109.77128551030732,FARM,https://polyvalent.finance,2021-06-28,https://polyvalent.finance,MATIC,D
5913,DAI,,3423.40,37.33,MATIC,45.22429679273037,FARM,https://polyfi.io,2021-06-28,https://polyfi.io,MATIC,D
5914,DAI,,94.05,41.10,MATIC,50.79766342412353,FARM,https://www.polyape.online/,2021-06-28,https://www.polyape.online/,MATIC,D
5915,DAI,,46.65,0,MATIC,0.0,FARM,https://polypanda.finance,2021-06-28,https://polypanda.finance,MATIC,D
5916,DAI,,1.92,1150.31,MATIC,8291294.027315361,FARM,https://polyce.io,2021-06-28,https://polyce.io,MATIC,C
5917,DAI,,15.49,770.59,MATIC,204918.10175413766,FARM,https://lumberjack.finance,2021-06-28,https://lumberjack.finance,MATIC,C
5918,DAI,,970.29,16.11,MATIC,17.476068923331333,FARM,https://polypunk.finance,2021-06-28,https://polypunk.finance,MATIC,D
5919,DAI,,5240.91,0,MATIC,0.0,FARM,https://polylion.exchange,2021-06-28,https://polylion.exchange,MATIC,C
5920,DAI,,11796.62,83.12,MATIC,129.39036226367188,FARM,https://polybull.finance,2021-06-28,https://polybull.finance,MATIC,C
5921,DAI,,0.96,1668.06,MATIC,1212372069.3470955,FARM,https://www.polyapefinance.com,2021-06-28,https://www.polyapefinance.com,MATIC,C
5922,DAI,,1149.64,43.05,MATIC,53.76362311397897,FARM,https://polywolf.finance,2021-06-28,https://polywolf.finance,MATIC,F
5923,DAI,,6.45,70.66,MATIC,102.57032644226149,FARM,https://www.polysnake.finance,2021-06-28,https://www.polysnake.finance,MATIC,F
5924,DAI,,23.47,0.00,MATIC,0.0,FARM,https://polycrab.finance,2021-06-28,https://polycrab.finance,MATIC,D
5925,DAI,,537.60,10.67,MATIC,11.2583075969507,FARM,https://polybear.exchange,2021-06-28,https://polybear.exchange,MATIC,F
5926,DAI,,19247.81,17.19,MATIC,18.75110163227467,FARM,https://www.smellycat.finance,2021-06-28,https://www.smellycat.finance,MATIC,C
5927,DAI,,478.68,0.93,MATIC,0.9343259787391478,FARM,https://www.polyswan.finance,2021-06-28,https://www.polyswan.finance,MATIC,D
5928,DAI,,4.80,3146.84,MATIC,1285983805933002.8,FARM,https://www.polyion.net,2021-06-28,https://www.polyion.net,MATIC,F
5929,DAI,,50261.49,86.38,MATIC,136.9738202285446,FARM,https://piratedice.xyz,2021-06-28,https://piratedice.xyz,MATIC,C
5930,DAI,,26352.67,12.41,MATIC,13.210519938365817,FARM,https://polypingu.finance,2021-06-28,https://polypingu.finance,MATIC,C
5931,DAI,,33557.00,20.79,MATIC,23.10171928697382,FARM,https://farms.goldenbull.finance,2021-06-28,https://farms.goldenbull.finance,MATIC,C
5932,DAI,,107.21,26.21,MATIC,29.953426210053035,FARM,https://defi.polyakita.com,2021-06-28,https://defi.polyakita.com,MATIC,D
5933,DAI,,0.56,91511.00,MATIC,8.097769414473215e+200,FARM,https://polybutterfly.finance,2021-06-28,https://polybutterfly.finance,MATIC,F
5934,DAI,,260.95,186.99,MATIC,545.6752835786266,FARM,https://southpark.finance/,2021-06-28,https://southpark.finance/,MATIC,D
5935,DAI,,699.95,197.84,MATIC,619.263482349452,FARM,https://polycash.finance,2021-06-28,https://polycash.finance,MATIC,F
5936,DAI,,3728.34,220.76,MATIC,803.3598317762919,FARM,https://dinosaurfinance.vercel.app,2021-06-28,https://dinosaurfinance.vercel.app,MATIC,F
5937,DAI,,72.96,144.85,MATIC,324.4539784695113,FARM,https://www.polytiger.com/,2021-06-28,https://www.polytiger.com/,MATIC,D
5938,DAI,,24.01,128.67,MATIC,261.2634826564233,FARM,https://polydeer.finance,2021-06-28,https://polydeer.finance,MATIC,C
5939,DAI,,24.01,386.01,MATIC,4551.762666643575,FARM,https://polydeer.finance,2021-06-28,https://polydeer.finance,MATIC,C
5940,DAI,,24.01,1029.37,MATIC,2562138.171124454,FARM,https://polydeer.finance,2021-06-28,https://polydeer.finance,MATIC,C
5941,DAI,,4.78,315.44,MATIC,2212.345709598883,FARM,https://avengers.exchange,2021-06-28,https://avengers.exchange,MATIC,D
5942,DAI,,249.51,160.85,MATIC,397.7691202970541,FARM,https://polygon.space-defi.com/,2021-06-28,https://polygon.space-defi.com/,MATIC,C
5943,DAI,,1.06,132774.77,MATIC,1.5822288213556944e+245,FARM,https://www.glockswap.com,2021-06-28,https://www.glockswap.com,MATIC,F
5944,DAI,,96.96,205.18,MATIC,673.7313683964144,FARM,https://www.polycarrot.finance,2021-06-28,https://www.polycarrot.finance,MATIC,F
5945,DAI,,23389.34,12.69,MATIC,13.527844333671535,FARM,https://8ballfinance.io,2021-06-28,https://8ballfinance.io,MATIC,C
5946,DAI,,93.78,0.00,MATIC,0.0,FARM,https://polymax.club,2021-06-28,https://polymax.club,MATIC,D
5947,DAI,,2270920.05,28.78,MATIC,33.33393640035178,FARM,https://polyyeld.finance,2021-06-28,https://polyyeld.finance,MATIC,C
5948,DAI,,197.02,357.97,MATIC,3424.2761602971214,FARM,https://www.polysa.finance,2021-06-28,https://www.polysa.finance,MATIC,F
5949,DAI,,197.02,357.97,MATIC,3424.2761602971214,FARM,https://www.polysa.finance,2021-06-28,https://www.polysa.finance,MATIC,F
5950,DAI,,13.04,222.26,MATIC,816.9293975698391,FARM,https://www.polyharvest.finance,2021-06-28,https://www.polyharvest.finance,MATIC,F
5951,DAI,,3347.37,43.87,MATIC,55.02815667293741,FARM,https://polywoof.finance,2021-06-28,https://polywoof.finance,MATIC,D
5952,DAI,,250.35,108.69,MATIC,196.0283129451324,FARM,https://stonky.farm/,2021-06-28,https://stonky.farm/,MATIC,D
5953,DAI,,17630.40,10.45,MATIC,11.013879007120808,FARM,https://polycafe.finance,2021-06-28,https://polycafe.finance,MATIC,C
5954,DAI,,402.24,118.80,MATIC,227.419106964091,FARM,https://www.rocketfarming.finance,2021-06-28,https://www.rocketfarming.finance,MATIC,D
5955,DAI,,16.32,258.97,MATIC,1220.4480129947713,FARM,https://polycomet.com,2021-06-28,https://polycomet.com,MATIC,F
5956,DAI,,4641133.44,66.75,MATIC,94.81698474068936,FARM,https://augury.finance,2021-06-28,https://augury.finance,MATIC,C
5957,DAI,,1103.33,187.74,MATIC,550.5111362779127,FARM,PolyMemeV2,2021-06-28,PolyMemeV2,MATIC,C
5958,DAI,,396.99,0.00,MATIC,0.0,FARM,https://bali.worldswap.finance,2021-06-28,https://bali.worldswap.finance,MATIC,D
5959,DAI,,10199.98,5.71,MATIC,5.875695301038553,FARM,https://polycuban.finance,2021-06-28,https://polycuban.finance,MATIC,C
5960,DAI,,202.56,351.93,MATIC,3219.6414589661863,FARM,https://carouselswap.com,2021-06-28,https://carouselswap.com,MATIC,F
5961,DAI,,812379.21,99.82,MATIC,170.96989699109173,FARM,https://www.polypulsar.farm,2021-06-28,https://www.polypulsar.farm,MATIC,C
5962,DAI,,128.80,524.95,MATIC,18248.050661090623,FARM,https://fairyfarming.world/,2021-06-28,https://fairyfarming.world/,MATIC,D
5963,DAI,,80418.76,82.53,MATIC,128.04398997975656,FARM,https://rediant.finance,2021-06-28,https://rediant.finance,MATIC,C
5964,DAI,,41281.94,103.30,MATIC,180.5385566535851,FARM,https://stonkz.farm/,2021-06-28,https://stonkz.farm/,MATIC,D
5965,DAI,,418538.87,468.69,MATIC,10432.631813580329,FARM,https://harvester.app,2021-06-28,https://harvester.app,MATIC,D
5966,DAI,,8123.24,0.00,MATIC,0.0,FARM,https://polymeryield.finance,2021-06-28,https://polymeryield.finance,MATIC,C
5967,DAI,,8833.05,880.51,MATIC,600535.0030892635,FARM,https://polybrew.finance,2021-06-28,https://polybrew.finance,MATIC,C
5968,DAI,,184972.23,56.97,MATIC,76.69517061221664,FARM,PolyDiamond,2021-06-28,PolyDiamond,MATIC,C
5969,DAI,,2458.26,50.24,MATIC,65.21121424554768,FARM,https://polygrass.online,2021-06-28,https://polygrass.online,MATIC,D
5970,DAI,,4294.52,24.07,MATIC,27.203842121513034,FARM,https://foxfarming.us,2021-06-28,https://foxfarming.us,MATIC,D
5971,DAI,,11102.01,326.68,MATIC,2484.888570477861,FARM,https://hippolygon.com,2021-06-28,https://hippolygon.com,MATIC,D
5972,DAI,,5397387.13,324.04,MATIC,2418.1277033440624,FARM,https://bone.polypup.finance,2021-06-28,https://bone.polypup.finance,MATIC,C
5973,DAI,,125.19,0.00,MATIC,0.0,FARM,https://www.polyruby.finance,2021-06-28,https://www.polyruby.finance,MATIC,D
5974,DAI,,9203908.04,59.02,MATIC,80.3489394992736,FARM,https://polycat.finance,2021-06-28,https://polycat.finance,MATIC,C
5975,DAI,,1219.05,10.49,BSC,11.058280701871137,FARM,https://donutdefi.com,2021-06-28,https://donutdefi.com,BSC,D
5976,DAI,,1562.75,0.00,BSC,0.0,FARM,https://www.goosedefi.com,2021-06-28,https://www.goosedefi.com,BSC,C
5977,DAI,,183144.11,0,BSC,0.0,FARM,https://www.goosedefi.com,2021-06-28,https://www.goosedefi.com,BSC,C
5978,DAI,,3.92,785.75,BSC,237724.6592957651,FARM,https://bobadefi.com,2021-06-28,https://bobadefi.com,BSC,D
5979,DAI,,2886.20,0.00,BSC,0.0,FARM,http://slime.finance,2021-06-28,http://slime.finance,BSC,D
5980,DAI,,957.04,88.60,BSC,142.28060664738047,FARM,https://toad.farm,2021-06-28,https://toad.farm,BSC,D
5981,DAI,,95.76,87.93,BSC,140.66664230586275,FARM,https://www.coralfarm.finance/,2021-06-28,https://www.coralfarm.finance/,BSC,C
5982,DAI,,0.22,0.00,BSC,0.0,FARM,https://app.polarisdefi.io,2021-06-28,https://app.polarisdefi.io,BSC,C
5983,DAI,,226.35,61.80,BSC,85.42446312259564,FARM,https://fullsail.finance,2021-06-28,https://fullsail.finance,BSC,C
5984,DAI,,48389.40,27.87,BSC,32.127033897001226,FARM,https://app.hyruleswap.com,2021-06-28,https://app.hyruleswap.com,BSC,D
5985,DAI,,87.54,86.47,BSC,137.18668841205468,FARM,https://www.jiggly.finance,2021-06-28,https://www.jiggly.finance,BSC,C
5986,DAI,,116579.07,28.71,BSC,33.24070869838182,FARM,https://finance.zcore.network,2021-06-28,https://finance.zcore.network,BSC,D
5987,DAI,,2886.20,0.00,BSC,0.0,FARM,http://shitz.lol,2021-06-28,http://shitz.lol,BSC,F
5988,DAI,,286.65,130.82,BSC,269.08663752954067,FARM,https://bscrunner.com,2021-06-28,https://bscrunner.com,BSC,D
5989,DAI,,28381.86,43.06,BSC,53.77898212690979,FARM,https://farm.space,2021-06-28,https://farm.space,BSC,D
5990,DAI,,50.41,423.08,BSC,6611.903955119516,FARM,https://mooncakeswap.finance,2021-06-28,https://mooncakeswap.finance,BSC,D
5991,DAI,,492.67,29.28,BSC,34.00174307387922,FARM,https://app.comos.finance/,2021-06-28,https://app.comos.finance/,BSC,D
5992,DAI,,4318.50,25.25,BSC,28.71271288221009,FARM,https://muscle.finance,2021-06-28,https://muscle.finance,BSC,D
5993,DAI,,116172.24,50.89,BSC,66.28708949433243,FARM,https://app.treedefi.com,2021-06-28,https://app.treedefi.com,BSC,D
5994,DAI,,442.52,484.41,BSC,12200.651820640147,FARM,https://snek.farm,2021-06-28,https://snek.farm,BSC,C
5995,DAI,,1554.69,44.54,BSC,56.06906784269488,FARM,https://mouse.farm,2021-06-28,https://mouse.farm,BSC,D
5996,DAI,,11.21,151.12,BSC,351.80487908065146,FARM,https://farm.borgswap.exchange,2021-06-28,https://farm.borgswap.exchange,BSC,C
5997,DAI,,251.77,40.18,BSC,49.41821600829515,FARM,https://thefarmingden.com,2021-06-28,https://thefarmingden.com,BSC,C
5998,DAI,,16.89,2701.43,BSC,20811408962132.254,FARM,https://bourbondefi.com,2021-06-28,https://bourbondefi.com,BSC,C
5999,DAI,,5401.30,28.62,BSC,33.12094002395518,FARM,https://thelab.finance,2021-06-28,https://thelab.finance,BSC,C
6000,DAI,,31.71,553.06,BSC,24104.357580420707,FARM,https://alpha.parthenon.finance,2021-06-28,https://alpha.parthenon.finance,BSC,D
6001,DAI,,960.02,0.00,BSC,0.0,FARM,https://lokum.finance,2021-06-28,https://lokum.finance,BSC,D
6002,DAI,,18914.50,66.09,BSC,93.53774662523952,FARM,https://evodefi.com,2021-06-28,https://evodefi.com,BSC,C
6003,DAI,,0.96,2600.25,BSC,8102787669725.711,FARM,https://www.gengarfinance.com,2021-06-28,https://www.gengarfinance.com,BSC,D
6004,DAI,,1251.49,70.03,BSC,101.30058438811326,FARM,https://limeswap.io,2021-06-28,https://limeswap.io,BSC,C
6005,DAI,,0.00,0,BSC,0.0,FARM,https://www.ybearswap.finance,2021-06-28,https://www.ybearswap.finance,BSC,D
6006,DAI,,1918.55,0.00,BSC,0.0,FARM,https://caramelswap.finance,2021-06-28,https://caramelswap.finance,BSC,C
6007,DAI,,3307.33,21.89,BSC,24.462513254315144,FARM,https://plumcake.finance,2021-06-28,https://plumcake.finance,BSC,C
6008,DAI,,6407.59,17.86,BSC,19.549020948921903,FARM,https://jaguarswap.com,2021-06-28,https://jaguarswap.com,BSC,C
6009,DAI,,268.37,82.03,BSC,126.90916761406976,FARM,https://www.pulsar.farm,2021-06-28,https://www.pulsar.farm,BSC,C
6010,DAI,,25.06,0.00,BSC,0.0,FARM,https://vanillacake.farm,2021-06-28,https://vanillacake.farm,BSC,D
6011,DAI,,348.04,0.00,BSC,0.0,FARM,https://garudaswap.finance,2021-06-28,https://garudaswap.finance,BSC,D
6012,DAI,,9600.40,3.62,BSC,3.6861337222156454,FARM,https://www.elixir-swap.io,2021-06-28,https://www.elixir-swap.io,BSC,F
6013,DAI,,83.13,111.75,BSC,205.19868055486396,FARM,https://www.grizzlyswap.com,2021-06-28,https://www.grizzlyswap.com,BSC,C
6014,DAI,,811.16,0.00,BSC,0.0,FARM,https://gocerberus.finance,2021-06-28,https://gocerberus.finance,BSC,C
6015,DAI,,13.34,0.00,BSC,0.0,FARM,https://ketchupfinance.com,2021-06-28,https://ketchupfinance.com,BSC,D
6016,DAI,,106.19,613.09,BSC,43602.00604870036,FARM,https://aloeswap.com,2021-06-28,https://aloeswap.com,BSC,D
6017,DAI,,4320.01,15.89,BSC,17.218018648967814,FARM,https://werewolf.farm,2021-06-28,https://werewolf.farm,BSC,C
6018,DAI,,44981.60,174.51,BSC,470.2710021893484,FARM,https://lavacake.finance,2021-06-28,https://lavacake.finance,BSC,C
6019,DAI,,11753.24,176.02,BSC,478.90566097746216,FARM,https://mayoswap.com,2021-06-28,https://mayoswap.com,BSC,D
6020,DAI,,5.27,478.65,BSC,11520.865750792002,FARM,https://marmelade.finance,2021-06-28,https://marmelade.finance,BSC,C
6021,DAI,,1.00,37285.59,BSC,3.738710142399199e+113,FARM,https://antdefi.io,2021-06-28,https://antdefi.io,BSC,C
6022,DAI,,307.20,95.57,BSC,159.7244299780742,FARM,https://www.andromedadefi.com,2021-06-28,https://www.andromedadefi.com,BSC,C
6023,DAI,,1632.00,2.87,BSC,2.911465228274346,FARM,https://thunderbird.finance/,2021-06-28,https://thunderbird.finance/,BSC,C
6024,DAI,,4800.65,80.02,BSC,122.40372584715983,FARM,https://www.venomswap.net,2021-06-28,https://www.venomswap.net,BSC,F
6025,DAI,,4963.20,12.70,BSC,13.53919373815311,FARM,https://app.elephantswap.finance,2021-06-28,https://app.elephantswap.finance,BSC,C
6026,DAI,,50.39,308.97,BSC,2068.6637397678746,FARM,https://www.blacksheepdefi.com,2021-06-28,https://www.blacksheepdefi.com,BSC,F
6027,DAI,,388.08,330.10,BSC,2574.0052648616233,FARM,https://mu.parthenon.finance,2021-06-28,https://mu.parthenon.finance,BSC,D
6028,DAI,,1234.24,161.98,BSC,403.4007655042545,FARM,https://qiswap.finance,2021-06-28,https://qiswap.finance,BSC,C
6029,DAI,,0.00,0,BSC,0.0,FARM,https://brussels.worldswap.finance,2021-06-28,https://brussels.worldswap.finance,BSC,D
6030,DAI,,96.79,0.00,BSC,0.0,FARM,https://cottonfarm.app,2021-06-28,https://cottonfarm.app,BSC,C
6031,DAI,,0.00,0,BSC,0.0,FARM,https://aliendefi.com,2021-06-28,https://aliendefi.com,BSC,D
6032,DAI,,2428.84,55.41,BSC,73.9642862111651,FARM,https://zeusfarmsdefi.com,2021-06-28,https://zeusfarmsdefi.com,BSC,D
6033,DAI,,1330.17,43.62,BSC,54.64153312748448,FARM,https://www.meatchfinance.com/,2021-06-28,https://www.meatchfinance.com/,BSC,D
6034,DAI,,26501.29,32.62,BSC,38.54906329700554,FARM,https://www.carnageswap.net,2021-06-28,https://www.carnageswap.net,BSC,D
