,pair1,pair2,tvl,apr,network,apy,qpr,type_of_agriculture,dex,date,#,Indiv. Assesment,Audit Score,RugDoc,Farm Name,Farm Symbol,Farm Url,rugdoc_url
862,BANANA,BUSD,10253096.81,144.74,BSC,323.98917863435423,,FARM,https://apeswap.finance,2021-06-28,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
863,BANANA,BUSD,1657711.31,18.16,BSC,19.908029111409075,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
864,BANANA,BUSD,264522.80,14.23,BSC,15.289050152345474,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
865,BANANA,BUSD,357.65,1359.02,BSC,62362431.28793571,,FARM,https://yieldfields.finance,2021-06-28,x,,,some,YieldFields,FIELD,https://yieldfields.finance,https://rugdoc.io/project/yieldfields/
866,BANANA,BUSD,99232.00,0.56,BSC,0.561566611064479,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
867,BANANA,BUSD,856.61,121.77,BSC,237.25639890922983,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
868,BANANA,BUSD,2939.25,0,BSC,0.0,,FARM,https://money-pocket.dollaremon.fi,2021-06-28,,,,,,,,
869,BANANA,BUSD,860.23,122.29,BSC,239.00882569073403,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
870,BANANA,ETH,4413634.90,242.95,MATIC,1026.2179051433502,,FARM,https://polycrystal.finance,2021-06-28,,,,,,,,
871,BANANA,ETH,4424193.79,263.20,MATIC,1277.0873590338695,,FARM,https://takodefi.com,2021-06-28,,,,,,,,
872,BANANA,Energy,351.46,622.68,BSC,47923.842278935175,,FARM,https://bscrunner.com,2021-06-28,,,,low,Runner,ENERGY,https://bscrunner.com,https://rugdoc.io/project/bscrunner/
873,BANANA,GMEv3,408.10,457.99,BSC,9376.542050456013,,FARM,https://app.gametoken.finance,2021-06-28,,,,low,Gametoken,GME,https://app.gametoken.finance,https://rugdoc.io/project/gametoken/
874,BANANA,LYPTUS,50350.23,178.20,BSC,491.602087817074,,FARM,https://koaladefi.finance/,2021-06-28,,,,,,,,
875,BANANA,MARS,6755.26,463.24,BSC,9880.819642103064,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
876,BANANA,MARS,6812.70,463.24,BSC,9880.819642103064,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
877,BANANA,SOUL,618.71,0.00,BSC,0.0,,FARM,https://apeswap.finance,2021-06-28,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
878,BANANA,SOUL,1014.32,85.03,BSC,133.8035649336588,,FARM,https://apoyield.com,2021-06-28,,,,,,,,
879,BANANA,TAPS,134.37,355.32,BSC,3332.989647971709,,FARM,https://tapswap.finance,2021-06-28,x,,,some,Tap,TAPS,https://tapswap.finance,https://rugdoc.io/project/tapswap-money/
880,BANANA,WMATIC,4398433.60,0,ETH,0.0,,FARM,https://polycat.finance,2021-06-28,,,,,,,,
881,BAND,BNB,6933998.02,56.20,BSC,75.34193233168426,,FARM,https://pancakeswap.finance,2021-06-28,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
882,BAND,BNB,1615477.79,14.90,BSC,16.063770058044845,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
883,BAND,BNB,48862.21,0,BSC,0.0,,FARM,https://www.goosedefi.com,2021-06-28,,,,,Goose,GOOSE,https://www.goosedefi.com,https://www.certik.org/projects/ramenswap
884,BAND,BNB,116376.29,12.94,BSC,13.811919152623386,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
885,BAND,BNB,139043.68,77.15,BSC,116.12479033050649,,FARM,https://farms.pandaswap.xyz,2021-06-28,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
886,BAND,BNB,1678.15,81.18,BSC,124.99287977161173,,FARM,https://degentoken.finance,2021-06-28,,,,some,Degen,DGNZ,https://degentoken.finance,https://rugdoc.io/project/degen/
887,BAND,BNB,987.59,47.27,BSC,60.38294479398907,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
888,BAND,ETH,2276553.01,,ETH,,28.96,FARM,SUSHI,2021-06-28,,,,,,,,
889,BAND,ETH,1115521.5252077,6.83775804,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
890,BAND,ETH,145331.91693910002,10.57679808,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
891,BAND,FTM,277026.30,98.45,FANTOM,167.29284157100963,,FARM,https://spookyswap.finance,2021-06-28,x,,,low,Spooky,boo,https://spookyswap.finance,https://rugdoc.io/project/spookyswap/
892,BAND,FTM,157537.12,14.55,FANTOM,15.65842016691954,,FARM,https://waka.finance,2021-06-28,x,,,high,Waka,WAKA,https://waka.finance,https://rugdoc.io/project/waka-ftm/
893,BAND,UNI,0.0,0.0,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
894,BANK,,2711151.93,41.60,ETH,51.55268237407664,,FARM,https://floatprotocol.com/#/stake,2021-06-28,,,,,,,,
895,BANK,ETH,4117456.44,35.72,ETH,42.90720686570144,,FARM,https://floatprotocol.com/#/stake,2021-06-28,,,,,,,,
896,BANK,ETH,674810.33,,ETH,,156.33,FARM,SUSHI,2021-06-28,,,,,,,,
897,BANK,ETH,179802.89,,ETH,,36.67,FARM,SUSHI,2021-06-28,,,,,,,,
898,BANK,ETH,36472.0551492,14.0850606,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
899,BANK,ETH,1968203.118816,2.4393716399999996,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
900,BAO,BNB,177158.64,121.10,BSC,235.01177671700592,,FARM,https://farms.pandaswap.xyz,2021-06-28,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
901,BAO,DAI,86424.9831124,2.61253716,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
902,BAO,ETH,878194.2845523,4.27356624,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
903,BAO,ETH,849638.065008,6.35442168,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
904,BAO,SUSHI,117133.2248072,3.14061948,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
905,BAO,USDC,281277.8666878,4.14691632,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
906,BAO,YFI,79083.20597469999,2.75513604,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
907,BARK,DOGGY,3854103.16,194.82,BSC,597.979212684397,,FARM,https://www.bakeryswap.org,2021-06-28,,,,,,,,
908,BART,ETH,340435.5507666,1.0930944,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
909,BAS,DAI,705.00,1371.21,ETH,70138261.99534112,,FARM,https://basis.cash,2021-06-28,,,,,,,,
910,BASE,ETH,4042.0794323000005,3.9115328399999996,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
911,BASE,ETH,270065.6789218,1.35211992,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
912,BASIC,PUNK,1279983.4657234,4.54936932,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
913,BASK,ETH,2500157.58,105.66,ETH,187.2186610970763,,FARM,https://basketdao.org,2021-06-28,,,,,,,,
914,BASK,ETH,964654.77,,ETH,,170.87,FARM,SUSHI,2021-06-28,,,,,,,,
915,BASK,ETH,1105810.833025,3.38600076,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
916,BASKBond,,0.00,0,ETH,0.0,,FARM,https://basketdao.org,2021-06-28,,,,,,,,
917,BASv2,DAI,46462.64,0.00,ETH,0.0,,FARM,https://harvest.finance/,2021-06-28,,,,,,,,
918,BAT,BAKE,945412.15,79.42,BSC,121.07618955958132,,FARM,https://www.bakeryswap.org,2021-06-28,,,,,,,,
919,BAT,BNB,1667331.74,59.34,BSC,80.92604328137472,,FARM,https://apeswap.finance,2021-06-28,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
920,BAT,BNB,66616.75,22.61,BSC,25.36132729260956,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
921,BAT,BNB,31484.99,136.28,BSC,289.7214911537413,,FARM,https://farms.pandaswap.xyz,2021-06-28,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
922,BAT,BNB,468.72,39.84,BSC,48.91161111193421,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
923,BAT,DAI,1.5e-06,0.0,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
924,BAT,ETH,1184869.76,41.75,BSC,51.77992232682218,,FARM,https://apeswap.finance,2021-06-28,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
925,BAT,ETH,1089024.64,3.46,BSC,3.5203846182896736,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
926,BAT,ETH,517.96,36.05,BSC,43.37911491208224,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
927,BAT,ETH,3637.4214139,1.1846082,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
928,BAT,ETH,2755731.5162119,7.85608476,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
929,BAT,XZAR,1.8699999999999997e-05,0.0,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
930,BAYC20,ETH,24358.56,407.44,ETH,5650.242351105271,,FARM,https://nft20.io,2021-06-28,,,,,,,,
931,BBKFI,,0.00,0,BSC,0.0,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
932,BBKFI,ADA,9225.42,180.33,BSC,504.2754633023268,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
933,BBKFI,BNB,97865.47,283.32,BSC,1581.4820187152002,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
934,BBKFI,BUSD,50976.05,271.96,BSC,1402.2036669663062,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
935,BBKFI,CBRL,2429.61,228.24,BSC,873.0774715322032,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
936,BBKFI,Cake,4797.86,231.16,BSC,901.7273006224791,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
937,BBKFI,DOGE,2613.15,212.21,BSC,729.7505199074812,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
938,BBKFI,REAU,2663.88,156.13,BSC,374.91717526013167,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
939,BBKFI,SAFEMOON,2070.38,200.88,BSC,641.3424075044188,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
940,BBKFI,WBBK,32716.34,211.87,BSC,726.9503978206056,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
941,BBKFI,WLQX,6020.11,138.17,BSC,297.12916033953053,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
942,BBKFI,WXDN,2635.45,210.41,BSC,715.0330666807861,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
943,BBOO,,80813.04,112.12,BSC,206.32654210711513,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
944,BBOO,ADA,6482.95,213.92,BSC,743.9775012867843,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
945,BBOO,ATOM,4267.51,216.65,BSC,767.1966431720264,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
946,BBOO,BIFI,2654.85,174.13,BSC,468.11834585683334,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
947,BBOO,BNB,31805.19,113.37,BSC,210.1677163427741,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
948,BBOO,BTCB,10429.06,354.62,BSC,3309.272480757131,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
949,BBOO,BUSD,40118.18,96.79,BSC,162.904045841191,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
950,BBOO,DAI,2787.16,331.73,BSC,2617.5507004432275,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
951,BBOO,DOT,4862.94,342.23,BSC,2915.514525784628,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
952,BBOO,EOS,11281.17,122.94,BSC,241.2121344714116,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
953,BBOO,LINK,5252.93,264.02,BSC,1288.3442665305129,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
954,BBOO,LTC,5233.14,318.02,BSC,2272.253894708439,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
955,BBOO,SWAMP,3384.18,273.20,BSC,1420.8071676136622,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
956,BBOO,UNI,4615.95,360.54,BSC,3515.1183048304224,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
957,BBQ,,0.00,0,BSC,0.0,,FARM,https://app.barbecueswapfinance.com,2021-06-28,,,,low,Barbecue Swap,BBQ,https://app.barbecueswapfinance.com,https://rugdoc.io/project/barbecueswap-finance/
958,BBQ,BNB,119566.79,389.10,BSC,4696.188636628087,,FARM,https://app.barbecueswapfinance.com,2021-06-28,,,,low,Barbecue Swap,BBQ,https://app.barbecueswapfinance.com,https://rugdoc.io/project/barbecueswap-finance/
959,BBQ,BUSD,108962.57,426.97,BSC,6875.017953950313,,FARM,https://app.barbecueswapfinance.com,2021-06-28,,,,low,Barbecue Swap,BBQ,https://app.barbecueswapfinance.com,https://rugdoc.io/project/barbecueswap-finance/
960,BCC,DAI,3658.5418471,1.00047,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
961,BCH,BNB,163514.32,18.41,BSC,20.208023736320403,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
962,BCH,BNB,1949418.13,61.09,BSC,84.11480890344374,,FARM,https://mdex.com,2021-06-28,,,,,,,,
963,BCH,BUSD,393334.19,37.22,BSC,45.06480068784444,,FARM,https://pantherswap.com,2021-06-28,,,,low,Panther,PANTHER,https://pantherswap.com,https://rugdoc.io/project/pantherswap/
964,BCH,BUSD,56644.33,57.29,BSC,77.26061435075857,,FARM,https://benswap.finance/,2021-06-28,,,,,,,,
965,BCIO,ETH,3134.8752777,1.3956588,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
966,BCP,,1492962.59,32.62,ETH,38.54906329700554,,FARM,https://www.piedao.org,2021-06-28,,,,,,,,
967,BCP,ETH,887592.65,,ETH,,14.86,FARM,SUSHI,2021-06-28,,,,,,,,
968,BCP,ETH,440536.4022224,1.04455716,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
969,BCPT,ETH,603.4012407,0.29484299999999997,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
970,BCU,BNB,3164.93,7247.62,BSC,5.146024190086689e+30,,FARM,https://biscuitfarm.finance,2021-06-28,,,,,,,,
971,BCU,BUSD,9613.11,2386.13,BSC,1091889358926.3015,,FARM,https://biscuitfarm.finance,2021-06-28,,,,,,,,
972,BCUG,ETH,133234.0693228,7.591422720000001,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
973,BDI,,2855632.71,6.91,ETH,7.1536350244996605,,FARM,https://basketdao.org,2021-06-28,,,,,,,,
974,BDI,ETH,16156786.71,15.96,ETH,17.300064178029384,,FARM,https://basketdao.org,2021-06-28,,,,,,,,
975,BDI,ETH,6207013.25,,ETH,,26.56,FARM,SUSHI,2021-06-28,,,,,,,,
976,BDO,,244.33,40.78,BSC,50.316421081623815,,FARM,https://carrotcake.fi,2021-06-28,,,,low,Carrotcake,cCAKE,https://carrotcake.fi,https://rugdoc.io/project/carrotcake-fi/
977,BDO,,1.33,0.00,BSC,0.0,,FARM,https://dollar.supra.finance,2021-06-28,,,,,,,,
978,BDO,BNB,765169.13,101.85,BSC,176.51133291804578,,FARM,https://pancakeswap.finance,2021-06-28,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
979,BDO,MANY,3373.98,358.75,BSC,3451.6036508105053,,FARM,https://manyswap.io,2021-06-28,,,,,,,,
980,BDO,bBDO,30.59,325.77,BSC,2461.6792824757154,,FARM,https://carrotcake.fi,2021-06-28,,,,low,Carrotcake,cCAKE,https://carrotcake.fi,https://rugdoc.io/project/carrotcake-fi/
981,BDOG,DOGEN,191.47,0,ETH,0.0,,FARM,https://dogen.finance,2021-06-28,,,,,,,,
982,BDP,ETH,1920817.85,25.49,ETH,29.021779302257045,,FARM,https://www.bigdataprotocol.com/datavault,2021-06-28,,,,,,,,
983,BDP,ETH,930044.8025012,2.3998947600000005,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
984,BEAR,,201.22,112.01,MATIC,205.99079842864057,,FARM,https://polybear.exchange,2021-06-28,,,,low,Polybear,BEAR,https://polybear.exchange,https://rugdoc.io/project/polybear/
985,BEAR,USDC,523.14,95.22,MATIC,158.819344789695,,FARM,https://polybear.exchange,2021-06-28,,,,low,Polybear,BEAR,https://polybear.exchange,https://rugdoc.io/project/polybear/
986,BEL,BNB,5495766.50,70.90,BSC,103.05613589327929,,FARM,https://pancakeswap.finance,2021-06-28,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
987,BEL,BNB,694098.02,4.34,BSC,4.43528590855522,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
988,BEL,BNB,1950343.68,81.48,BSC,125.66736673184553,,FARM,https://app.wault.finance,2021-06-28,x,,,low,Wault,WAULT,https://app.wault.finance,https://rugdoc.io/project/wault/
989,BEL,USDT,269024.6271017,7.52697012,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
990,BELT,BNB,5926211.78,131.51,BSC,271.63295970799186,,FARM,https://pancakeswap.finance,2021-06-28,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
991,BELT,BNB,19841777.54,7.58,BSC,7.873831389364949,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
992,BELT,BNB,46231624.63,117.60,BSC,223.52608932894532,,FARM,https://beta.belt.fi,2021-06-28,,,,,,,,
993,BELT,BNB,80753.05,18.65,BSC,20.49672272940526,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
994,BELT,BNB,1232.49,110.53,BSC,201.50904375235967,,FARM,https://degentoken.finance,2021-06-28,,,,some,Degen,DGNZ,https://degentoken.finance,https://rugdoc.io/project/degen/
995,BELT,BNB,7039.43,175.73,BSC,477.237293872062,,FARM,https://satis.finance,2021-06-28,x,,,some,Satis,xSAT,https://satis.finance,https://rugdoc.io/project/satis-finance-xsatis/
996,BELT,BNB,3555.59,13.13,BSC,14.028290015195255,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
997,BELT,BNB,24380.45,140.51,BSC,306.49538589516084,,FARM,https://lazymint.finance,2021-06-28,x,,,some,Lazymint,LAZY,https://lazymint.finance,https://rugdoc.io/project/lazymint/
998,BELT,BUSD,464451.60,195.36,BSC,601.7383486895793,,FARM,https://mdex.com,2021-06-28,,,,,,,,
999,BELUGA,ALLOY,1743.68,235.92,BSC,950.2447005622869,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
1000,BENTO,SUSHI,7.0752459,0.0,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
1001,BEPRO,ETH,114749.2298223,15.19711272,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
1002,BER,,8633.44,150995.75,BSC,2.540830376485986e+261,,FARM,https://berlin.worldswap.finance,2021-06-28,,,,,,,,
1003,BER,BNB,13016.67,166915.85,BSC,2.1064577087061958e+274,,FARM,https://berlin.worldswap.finance,2021-06-28,,,,,,,,
1004,BER,BUSD,19564.33,111053.52,BSC,2.689670763564919e+223,,FARM,https://berlin.worldswap.finance,2021-06-28,,,,,,,,
1005,BETH,,3774.79,163.91,BSC,413.1667424341755,,FARM,https://kimochi.finance,2021-06-28,,,,,,,,
1006,BETH,,30.85,55.71,BSC,74.48616709751603,,FARM,https://farm.borgswap.exchange,2021-06-28,,,,low,BorgSwap,KLING,https://farm.borgswap.exchange,https://rugdoc.io/project/borg-ftm-bsc/
1007,BETH,,24.36,0.00,BSC,0.0,,FARM,https://gocerberus.finance,2021-06-28,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
1008,BETH,,28196.31,55.86,BSC,74.7476927391044,,FARM,https://money-pocket.dollaremon.fi,2021-06-28,,,,,,,,
1009,BETH,BNB,3437667.32,51.14,BSC,66.70274562142895,,FARM,https://mdex.com,2021-06-28,,,,,,,,
1010,BETH,CERBERUS,0.15,0.00,BSC,0.0,,FARM,https://gocerberus.finance,2021-06-28,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
1011,BETH,ETH,6544527.16,1.38,BSC,1.389539503226045,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
1012,BETH,ETH,39567.22,40.47,BSC,49.85167816478793,,FARM,https://www.saltswap.finance/,2021-06-28,,,,,,,,
1013,BETH,ETH,45326051.54,5.26,BSC,5.400396321896173,,FARM,https://app.wault.finance,2021-06-28,x,,,low,Wault,WAULT,https://app.wault.finance,https://rugdoc.io/project/wault/
1014,BETH,ETH,89539.44,23.52,BSC,26.506594724670805,,FARM,https://brickchain.finance,2021-06-28,,,,low,Brickchain,BRICK,https://brickchain.finance,https://rugdoc.io/project/brickchain/
1015,BETH,ETH,1198495.13,6.28,BSC,6.480810315914121,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
1016,BETH,ETH,126356.08,0.50,BSC,0.5012486441444919,,FARM,https://pizzafinance.app,2021-06-28,,,,,,,,
1017,BETH,ETH,631.06,110.33,BSC,200.90844356815413,,FARM,https://mouse.farm,2021-06-28,,,,,,,,
1018,BETH,ETH,52.71,228.21,BSC,872.7874055101342,,FARM,https://farm.borgswap.exchange,2021-06-28,,,,low,BorgSwap,KLING,https://farm.borgswap.exchange,https://rugdoc.io/project/borg-ftm-bsc/
1019,BETH,ETH,1378.87,241.04,BSC,1005.0502746825625,,FARM,https://neonic.finance,2021-06-28,,,,high,Neonic,NEONIC,https://neonic.finance,https://rugdoc.io/project/neonic/
1020,BETH,ETH,20080.74,0.00,BSC,0.0,,FARM,https://shrimpswap.finance,2021-06-28,,,,,,,,
1021,BETH,ETH,0.00,0,BSC,0.0,,FARM,https://marmelade.finance,2021-06-28,,,,low,Marmelade,MARMEL,https://marmelade.finance,https://rugdoc.io/project/marmelade-finance/
1022,BETH,ETH,17113553.52,12.92,BSC,13.789167103910893,,FARM,https://mdex.com,2021-06-28,,,,,,,,
1023,BETH,GARUDA,0.09,0.00,BSC,0.0,,FARM,https://garudaswap.finance,2021-06-28,x,,,some,Garuda,GARUDA,https://garudaswap.finance,https://rugdoc.io/project/garudaswap/
1024,BETH,KLING,365.91,375.69,BSC,4100.115016213777,,FARM,https://farm.borgswap.exchange,2021-06-28,,,,low,BorgSwap,KLING,https://farm.borgswap.exchange,https://rugdoc.io/project/borg-ftm-bsc/
1025,BETH,PIZZA,2788.44,225.94,BSC,851.0873541040235,,FARM,https://pizzafinance.app,2021-06-28,,,,,,,,
1026,BEV,BNB,339214.04,0.00,BSC,0.0,,FARM,https://longdrink.finance,2021-06-28,x,,,HIGH,Longdrink,LONG,https://longdrink.finance,https://rugdoc.io/project/longdrink/
1027,BEZOGE,ETH,255694.00790380003,27.112507199999996,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
1028,BFC,ETH,1634610.5160779,1.9287049200000002,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
1029,BFG,BSW,838342.34,275.14,BSC,1450.3746144128152,,FARM,https://biswap.org,2021-06-28,x,,,HIGH,Biswap,BSW,https://biswap.org,https://rugdoc.io/project/biswap/
1030,BFT,,223.28,213.83,BSC,743.2226841720384,,FARM,https://tapswap.finance,2021-06-28,x,,,some,Tap,TAPS,https://tapswap.finance,https://rugdoc.io/project/tapswap-money/
1031,BFT,BNB,483524.01,306.92,BSC,2025.023153680462,,FARM,https://apeswap.finance,2021-06-28,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
1032,BFT,BNB,8558.61,419.34,BSC,6368.274184919312,,FARM,https://koaladefi.finance/,2021-06-28,,,,,,,,
1033,BFT,BNB,125085.66,12.04,BSC,12.792554716636406,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
1034,BFT,BNB,35.61,1340.80,BSC,52313834.02903427,,FARM,https://tapswap.finance,2021-06-28,x,,,some,Tap,TAPS,https://tapswap.finance,https://rugdoc.io/project/tapswap-money/
1035,BFT,BNB,703.30,26.55,BSC,30.395699649687558,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
1036,BGANPUNK,ETH,955.971473,1.4961319199999998,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
1037,BGIV,,0.00,0,BSC,0.0,,FARM,https://xwin.finance,2021-06-28,,,,,,,,
1038,BGOV,,190686.52,15.78,BSC,17.089205572326627,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
1039,BGOV,,0.00,0,BSC,0.0,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
1040,BGOV,,0.00,0,BSC,0.0,,FARM,https://fulcrum.trade,2021-06-28,,,,,,,,
1041,BGOV,BNB,158361.97,19.01,BSC,20.931068209570736,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
